# FSD50K Dev Needed Files
# Format: fname.wav,echo_class

91617.wav,normal
45025.wav,normal
91621.wav,normal
91622.wav,normal
91623.wav,normal
45034.wav,normal
90604.wav,normal
91629.wav,normal
209902.wav,normal
209904.wav,normal
209905.wav,normal
91635.wav,normal
209907.wav,normal
90614.wav,normal
90615.wav,normal
38904.wav,normal
38906.wav,normal
200188.wav,normal
91645.wav,normal
87550.wav,normal
90623.wav,normal
248142.wav,normal
171505.wav,normal
376950.wav,normal
238813.wav,normal
132255.wav,normal
165142.wav,normal
88437.wav,normal
88438.wav,normal
88439.wav,normal
374495.wav,normal
374497.wav,normal
374498.wav,normal
374499.wav,normal
374502.wav,normal
374503.wav,normal
374506.wav,normal
374507.wav,normal
374508.wav,normal
374509.wav,normal
374511.wav,normal
374516.wav,normal
374518.wav,normal
374519.wav,normal
374520.wav,normal
374522.wav,normal
374523.wav,normal
374524.wav,normal
374525.wav,normal
374531.wav,normal
374539.wav,normal
374544.wav,normal
172400.wav,normal
401890.wav,normal
8890.wav,normal
271052.wav,normal
271053.wav,normal
271056.wav,normal
90860.wav,normal
90864.wav,normal
90865.wav,normal
754.wav,normal
90868.wav,normal
107321.wav,normal
107328.wav,normal
107329.wav,normal
246715.wav,normal
246719.wav,normal
246720.wav,normal
246721.wav,normal
246723.wav,normal
246724.wav,normal
246725.wav,normal
246726.wav,normal
246727.wav,normal
246728.wav,normal
246729.wav,normal
246731.wav,normal
246732.wav,normal
246733.wav,normal
246736.wav,normal
246737.wav,normal
246745.wav,normal
246747.wav,normal
246748.wav,normal
246752.wav,normal
246756.wav,normal
246757.wav,normal
246759.wav,normal
246760.wav,normal
246761.wav,normal
246762.wav,normal
246763.wav,normal
246764.wav,normal
246766.wav,normal
246767.wav,normal
246771.wav,normal
246772.wav,normal
246773.wav,normal
246776.wav,normal
246779.wav,normal
246782.wav,normal
246783.wav,normal
246785.wav,normal
246787.wav,normal
246788.wav,normal
246789.wav,normal
246790.wav,normal
246793.wav,normal
246796.wav,normal
246801.wav,normal
246803.wav,normal
246804.wav,normal
246805.wav,normal
246806.wav,normal
246807.wav,normal
246808.wav,normal
246810.wav,normal
328733.wav,normal
246816.wav,normal
246818.wav,normal
246819.wav,normal
246820.wav,normal
246821.wav,normal
246823.wav,normal
246825.wav,normal
246826.wav,normal
246827.wav,normal
246828.wav,normal
246829.wav,normal
246831.wav,normal
246832.wav,normal
246836.wav,normal
246837.wav,normal
246839.wav,normal
246840.wav,normal
246842.wav,normal
246843.wav,normal
246844.wav,normal
246845.wav,normal
246846.wav,normal
246848.wav,normal
246851.wav,normal
246852.wav,normal
246853.wav,normal
246856.wav,normal
246858.wav,normal
246859.wav,normal
246861.wav,normal
246862.wav,normal
246865.wav,normal
246866.wav,normal
246867.wav,normal
246869.wav,normal
246871.wav,normal
246873.wav,normal
361565.wav,normal
246878.wav,normal
246881.wav,normal
246882.wav,normal
246887.wav,normal
246890.wav,normal
246891.wav,normal
246892.wav,normal
246893.wav,normal
246898.wav,normal
246900.wav,normal
246901.wav,normal
246903.wav,normal
246904.wav,normal
246906.wav,normal
246912.wav,normal
246913.wav,normal
246914.wav,normal
246916.wav,normal
246917.wav,normal
246919.wav,normal
246922.wav,normal
246923.wav,normal
246924.wav,normal
246926.wav,normal
246927.wav,normal
246928.wav,normal
246930.wav,normal
246931.wav,normal
246932.wav,normal
246934.wav,normal
246936.wav,normal
271512.wav,normal
271513.wav,normal
271514.wav,normal
17599.wav,normal
1262.wav,normal
1269.wav,normal
1271.wav,normal
42239.wav,normal
42240.wav,normal
42241.wav,normal
42245.wav,normal
42246.wav,normal
42247.wav,normal
42248.wav,normal
42252.wav,normal
42254.wav,normal
42256.wav,normal
165476.wav,normal
247402.wav,normal
247406.wav,normal
247410.wav,normal
247411.wav,normal
247415.wav,normal
247417.wav,normal
247419.wav,normal
247420.wav,normal
247422.wav,normal
247423.wav,normal
247427.wav,normal
247429.wav,normal
247430.wav,normal
247431.wav,normal
247434.wav,normal
247436.wav,normal
247438.wav,normal
247441.wav,normal
247445.wav,normal
247452.wav,normal
247454.wav,normal
247457.wav,normal
247458.wav,normal
247465.wav,normal
247466.wav,normal
247467.wav,normal
247468.wav,normal
247470.wav,normal
247472.wav,normal
247474.wav,normal
247476.wav,normal
247477.wav,normal
247478.wav,normal
247479.wav,normal
247480.wav,normal
247481.wav,normal
247484.wav,normal
247485.wav,normal
247488.wav,normal
247489.wav,normal
247490.wav,normal
247491.wav,normal
247492.wav,normal
247496.wav,normal
247497.wav,normal
247499.wav,normal
247501.wav,normal
247502.wav,normal
247503.wav,normal
247507.wav,normal
247508.wav,normal
247510.wav,normal
247511.wav,normal
247513.wav,normal
247514.wav,normal
247515.wav,normal
247517.wav,normal
247519.wav,normal
247522.wav,normal
247523.wav,normal
247525.wav,normal
247527.wav,normal
247529.wav,normal
247530.wav,normal
247531.wav,normal
247532.wav,normal
247533.wav,normal
247535.wav,normal
247538.wav,normal
247539.wav,normal
247540.wav,normal
247541.wav,normal
247543.wav,normal
247544.wav,normal
247547.wav,normal
247550.wav,normal
247551.wav,normal
247552.wav,normal
247553.wav,normal
247555.wav,normal
247557.wav,normal
247562.wav,normal
247563.wav,normal
247564.wav,normal
247568.wav,normal
247569.wav,normal
247570.wav,normal
247571.wav,normal
247573.wav,normal
247575.wav,normal
247576.wav,normal
247579.wav,normal
247583.wav,normal
247584.wav,normal
247585.wav,normal
247586.wav,normal
247588.wav,normal
247590.wav,normal
247594.wav,normal
247595.wav,normal
247596.wav,normal
247598.wav,normal
247602.wav,normal
247603.wav,normal
247604.wav,normal
247605.wav,normal
247607.wav,normal
247610.wav,normal
247616.wav,normal
247622.wav,normal
247625.wav,normal
247627.wav,normal
247630.wav,normal
247631.wav,normal
247634.wav,normal
247635.wav,normal
247636.wav,normal
247638.wav,normal
247641.wav,normal
247643.wav,normal
247646.wav,normal
247651.wav,normal
247653.wav,normal
92007.wav,normal
92008.wav,normal
247661.wav,normal
247662.wav,normal
247663.wav,normal
247666.wav,normal
247667.wav,normal
247668.wav,normal
247671.wav,normal
247674.wav,normal
247676.wav,normal
247677.wav,normal
247678.wav,normal
383671.wav,normal
247688.wav,normal
354185.wav,normal
354186.wav,normal
354187.wav,normal
354188.wav,normal
354189.wav,normal
247694.wav,normal
354190.wav,normal
247696.wav,normal
354191.wav,normal
354192.wav,normal
247699.wav,normal
354193.wav,normal
354194.wav,normal
354195.wav,normal
354196.wav,normal
354197.wav,normal
354198.wav,normal
354199.wav,normal
354200.wav,normal
354201.wav,normal
354202.wav,normal
354203.wav,normal
354204.wav,normal
354205.wav,normal
354206.wav,normal
247714.wav,normal
354207.wav,normal
247716.wav,normal
247717.wav,normal
354208.wav,normal
354209.wav,normal
354210.wav,normal
247721.wav,normal
247722.wav,normal
354211.wav,normal
354212.wav,normal
354213.wav,normal
354214.wav,normal
247727.wav,normal
354215.wav,normal
354216.wav,normal
247730.wav,normal
354218.wav,normal
354219.wav,normal
354220.wav,normal
247734.wav,normal
247735.wav,normal
354223.wav,normal
354224.wav,normal
247738.wav,normal
247739.wav,normal
247740.wav,normal
247741.wav,normal
247742.wav,normal
354230.wav,normal
354231.wav,normal
354232.wav,normal
354233.wav,normal
247747.wav,normal
354235.wav,normal
354236.wav,normal
247750.wav,normal
354238.wav,normal
354239.wav,normal
247753.wav,normal
247754.wav,normal
354242.wav,normal
354243.wav,normal
247757.wav,normal
247758.wav,normal
354246.wav,normal
247760.wav,normal
354248.wav,normal
354249.wav,normal
354250.wav,normal
354251.wav,normal
247765.wav,normal
247766.wav,normal
247767.wav,normal
354255.wav,normal
354256.wav,normal
354257.wav,normal
247771.wav,normal
354259.wav,normal
354260.wav,normal
247774.wav,normal
354262.wav,normal
247776.wav,normal
354264.wav,normal
247778.wav,normal
354266.wav,normal
354267.wav,normal
354268.wav,normal
247782.wav,normal
354270.wav,normal
354271.wav,normal
354272.wav,normal
354273.wav,normal
354274.wav,normal
354275.wav,normal
354276.wav,normal
247790.wav,normal
354278.wav,normal
354279.wav,normal
354280.wav,normal
354281.wav,normal
354282.wav,normal
247796.wav,normal
354284.wav,normal
247798.wav,normal
354286.wav,normal
247800.wav,normal
354288.wav,normal
247802.wav,normal
354290.wav,normal
354291.wav,normal
247805.wav,normal
247806.wav,normal
354294.wav,normal
247808.wav,normal
247809.wav,normal
354304.wav,normal
247811.wav,normal
247812.wav,normal
247813.wav,normal
247814.wav,normal
247815.wav,normal
354305.wav,normal
354306.wav,normal
354307.wav,normal
354308.wav,normal
354309.wav,normal
354310.wav,normal
354311.wav,normal
354312.wav,normal
247824.wav,normal
247825.wav,normal
354313.wav,normal
354314.wav,normal
354315.wav,normal
247829.wav,normal
354317.wav,normal
247831.wav,normal
354319.wav,normal
247833.wav,normal
247834.wav,normal
354322.wav,normal
354323.wav,normal
247837.wav,normal
354325.wav,normal
354326.wav,normal
354327.wav,normal
354328.wav,normal
247842.wav,normal
247843.wav,normal
247844.wav,normal
354332.wav,normal
354333.wav,normal
247847.wav,normal
247848.wav,normal
247849.wav,normal
354337.wav,normal
354338.wav,normal
247852.wav,normal
354340.wav,normal
247854.wav,normal
247855.wav,normal
354343.wav,normal
329777.wav,normal
247864.wav,normal
247870.wav,normal
247874.wav,normal
247875.wav,normal
247876.wav,normal
247877.wav,normal
247880.wav,normal
247882.wav,normal
247883.wav,normal
247886.wav,normal
247889.wav,normal
247892.wav,normal
247893.wav,normal
247895.wav,normal
247896.wav,normal
247897.wav,normal
247899.wav,normal
247900.wav,normal
247902.wav,normal
247904.wav,normal
247905.wav,normal
247907.wav,normal
247908.wav,normal
247909.wav,normal
247910.wav,normal
247911.wav,normal
247913.wav,normal
247914.wav,normal
247915.wav,normal
247918.wav,normal
247921.wav,normal
247923.wav,normal
247924.wav,normal
247927.wav,normal
247928.wav,normal
247929.wav,normal
247930.wav,normal
247931.wav,normal
247936.wav,normal
247937.wav,normal
247938.wav,normal
247939.wav,normal
247940.wav,normal
247943.wav,normal
247944.wav,normal
247946.wav,normal
247947.wav,normal
247949.wav,normal
247951.wav,normal
247955.wav,normal
247956.wav,normal
247958.wav,normal
247960.wav,normal
247961.wav,normal
247962.wav,normal
247963.wav,normal
247964.wav,normal
247965.wav,normal
247966.wav,normal
247967.wav,normal
247971.wav,normal
247973.wav,normal
247975.wav,normal
247976.wav,normal
247983.wav,normal
247985.wav,normal
247987.wav,normal
247989.wav,normal
247991.wav,normal
247992.wav,normal
247993.wav,normal
247996.wav,normal
247997.wav,normal
248000.wav,normal
248001.wav,normal
248003.wav,normal
248004.wav,normal
248005.wav,normal
248006.wav,normal
248007.wav,normal
248009.wav,normal
10608.wav,normal
10609.wav,normal
10611.wav,normal
10612.wav,normal
10613.wav,normal
10615.wav,normal
10618.wav,normal
10620.wav,normal
10623.wav,normal
10624.wav,normal
2432.wav,normal
10625.wav,normal
2434.wav,normal
10628.wav,normal
10630.wav,normal
149895.wav,normal
10631.wav,normal
10633.wav,normal
10634.wav,normal
10642.wav,normal
10643.wav,normal
10644.wav,normal
10648.wav,normal
10649.wav,normal
10651.wav,normal
10658.wav,normal
10661.wav,normal
387578.wav,normal
76666.wav,normal
76670.wav,normal
183182.wav,normal
330869.wav,normal
11468.wav,normal
56011.wav,normal
11471.wav,normal
56012.wav,normal
56013.wav,normal
56014.wav,normal
56015.wav,normal
257267.wav,normal
56024.wav,normal
56025.wav,normal
257383.wav,normal
257384.wav,normal
355744.wav,normal
355746.wav,normal
355748.wav,normal
355752.wav,normal
355756.wav,normal
355757.wav,normal
355760.wav,normal
355761.wav,normal
355765.wav,normal
355767.wav,normal
355771.wav,normal
355775.wav,normal
355784.wav,normal
355800.wav,normal
355801.wav,normal
355808.wav,normal
355811.wav,normal
355812.wav,normal
355813.wav,normal
355814.wav,normal
355816.wav,normal
355817.wav,normal
355818.wav,normal
355821.wav,normal
355828.wav,normal
257526.wav,normal
257527.wav,normal
355830.wav,normal
355832.wav,normal
355833.wav,normal
355835.wav,normal
257533.wav,normal
355837.wav,normal
355840.wav,normal
355853.wav,normal
355856.wav,normal
355858.wav,normal
355863.wav,normal
355865.wav,normal
355868.wav,normal
355874.wav,normal
355875.wav,normal
355880.wav,normal
355885.wav,normal
355891.wav,normal
355893.wav,normal
355901.wav,normal
355904.wav,normal
355905.wav,normal
355906.wav,normal
355909.wav,normal
355910.wav,normal
355912.wav,normal
355915.wav,normal
355917.wav,normal
355918.wav,normal
355921.wav,normal
355922.wav,normal
355925.wav,normal
355926.wav,normal
355928.wav,normal
355937.wav,normal
355938.wav,normal
429670.wav,normal
355943.wav,normal
429671.wav,normal
372326.wav,normal
372327.wav,normal
372328.wav,normal
372330.wav,normal
355949.wav,normal
372331.wav,normal
372332.wav,normal
372333.wav,normal
372334.wav,normal
372335.wav,normal
355955.wav,normal
372336.wav,normal
355961.wav,normal
355968.wav,normal
355969.wav,normal
355970.wav,normal
355971.wav,normal
355973.wav,normal
355974.wav,normal
355975.wav,normal
355976.wav,normal
355977.wav,normal
355978.wav,normal
372359.wav,normal
355980.wav,normal
355983.wav,normal
355985.wav,normal
355986.wav,normal
372372.wav,normal
355996.wav,normal
372381.wav,normal
355998.wav,normal
355997.wav,normal
356000.wav,normal
356007.wav,normal
356009.wav,normal
372395.wav,normal
356017.wav,normal
372404.wav,normal
372405.wav,normal
372406.wav,normal
372407.wav,normal
372408.wav,normal
372409.wav,normal
372410.wav,normal
372411.wav,normal
372412.wav,normal
372413.wav,normal
356033.wav,normal
356037.wav,normal
356039.wav,normal
356042.wav,normal
356045.wav,normal
356046.wav,normal
356048.wav,normal
372435.wav,normal
356052.wav,normal
356057.wav,normal
356062.wav,normal
356064.wav,normal
356067.wav,normal
372453.wav,normal
356078.wav,normal
356081.wav,normal
356086.wav,normal
356087.wav,normal
356089.wav,normal
274170.wav,normal
356090.wav,normal
356101.wav,normal
356102.wav,normal
356110.wav,normal
356117.wav,normal
356119.wav,normal
356122.wav,normal
356130.wav,normal
356134.wav,normal
356140.wav,normal
356143.wav,normal
356146.wav,normal
356147.wav,normal
356148.wav,normal
356149.wav,normal
356150.wav,normal
356153.wav,normal
356156.wav,normal
356161.wav,normal
356163.wav,normal
356165.wav,normal
356172.wav,normal
356176.wav,normal
356177.wav,normal
356180.wav,normal
356186.wav,normal
356198.wav,normal
356238.wav,normal
356241.wav,normal
356243.wav,normal
356245.wav,normal
356257.wav,normal
356260.wav,normal
356262.wav,normal
356272.wav,normal
380852.wav,normal
380853.wav,normal
380855.wav,normal
380857.wav,normal
356284.wav,normal
356285.wav,normal
356286.wav,normal
356290.wav,normal
356295.wav,normal
356302.wav,normal
356304.wav,normal
356311.wav,normal
372710.wav,normal
372713.wav,normal
372714.wav,normal
372715.wav,normal
356331.wav,normal
356333.wav,normal
372718.wav,normal
372720.wav,normal
356336.wav,normal
372722.wav,normal
356339.wav,normal
372726.wav,normal
372728.wav,normal
372730.wav,normal
372731.wav,normal
372733.wav,normal
372734.wav,normal
372735.wav,normal
372736.wav,normal
356350.wav,normal
372739.wav,normal
372740.wav,normal
356355.wav,normal
356356.wav,normal
372744.wav,normal
372745.wav,normal
372746.wav,normal
372747.wav,normal
372748.wav,normal
372749.wav,normal
356360.wav,normal
356368.wav,normal
372754.wav,normal
372755.wav,normal
372756.wav,normal
372757.wav,normal
372760.wav,normal
372761.wav,normal
372762.wav,normal
356380.wav,normal
356381.wav,normal
372766.wav,normal
372767.wav,normal
372768.wav,normal
372769.wav,normal
372770.wav,normal
372771.wav,normal
372772.wav,normal
372773.wav,normal
356390.wav,normal
372775.wav,normal
356391.wav,normal
372776.wav,normal
372778.wav,normal
372777.wav,normal
372782.wav,normal
372783.wav,normal
372785.wav,normal
372788.wav,normal
372791.wav,normal
372793.wav,normal
372794.wav,normal
372796.wav,normal
372798.wav,normal
372799.wav,normal
356417.wav,normal
372801.wav,normal
372802.wav,normal
372805.wav,normal
372806.wav,normal
372808.wav,normal
356429.wav,normal
356430.wav,normal
372815.wav,normal
372817.wav,normal
372819.wav,normal
372820.wav,normal
372821.wav,normal
372822.wav,normal
372824.wav,normal
372833.wav,normal
372842.wav,normal
372844.wav,normal
372845.wav,normal
372849.wav,normal
372850.wav,normal
372852.wav,normal
372853.wav,normal
372854.wav,normal
372855.wav,normal
372857.wav,normal
372858.wav,normal
372860.wav,normal
372862.wav,normal
372863.wav,normal
86340.wav,normal
242019.wav,normal
354217.wav,normal
4503.wav,normal
354221.wav,normal
354222.wav,normal
354225.wav,normal
354226.wav,normal
354227.wav,normal
354228.wav,normal
354229.wav,normal
389599.wav,normal
354234.wav,normal
389601.wav,normal
389602.wav,normal
61925.wav,normal
61926.wav,normal
61927.wav,normal
61928.wav,normal
61929.wav,normal
61930.wav,normal
354237.wav,normal
354240.wav,normal
354241.wav,normal
354244.wav,normal
354245.wav,normal
354247.wav,normal
354252.wav,normal
354253.wav,normal
354254.wav,normal
383563.wav,normal
383564.wav,normal
383565.wav,normal
354258.wav,normal
383567.wav,normal
383569.wav,normal
354261.wav,normal
176749.wav,normal
383570.wav,normal
354263.wav,normal
354265.wav,normal
383575.wav,normal
383576.wav,normal
383577.wav,normal
354269.wav,normal
383578.wav,normal
383579.wav,normal
383580.wav,normal
383584.wav,normal
354277.wav,normal
383586.wav,normal
354283.wav,normal
354285.wav,normal
354287.wav,normal
354289.wav,normal
354292.wav,normal
354293.wav,normal
354295.wav,normal
354296.wav,normal
354297.wav,normal
354298.wav,normal
354299.wav,normal
354300.wav,normal
354301.wav,normal
354302.wav,normal
332600.wav,normal
354303.wav,normal
354316.wav,normal
354318.wav,normal
354320.wav,normal
354321.wav,normal
354324.wav,normal
383635.wav,normal
383636.wav,normal
354329.wav,normal
383637.wav,normal
354330.wav,normal
383638.wav,normal
354331.wav,normal
383639.wav,normal
383640.wav,normal
383641.wav,normal
354334.wav,normal
383642.wav,normal
354335.wav,normal
383643.wav,normal
383644.wav,normal
354336.wav,normal
383645.wav,normal
383646.wav,normal
152557.wav,normal
383647.wav,normal
354339.wav,normal
383648.wav,normal
373751.wav,normal
373752.wav,normal
373755.wav,normal
354341.wav,normal
383649.wav,normal
373760.wav,normal
354342.wav,normal
383650.wav,normal
383651.wav,normal
373769.wav,normal
373778.wav,normal
373783.wav,normal
373784.wav,normal
373785.wav,normal
373790.wav,normal
373792.wav,normal
373796.wav,normal
373798.wav,normal
373889.wav,normal
373803.wav,normal
373806.wav,normal
373807.wav,normal
373811.wav,normal
373812.wav,normal
373813.wav,normal
373891.wav,normal
373817.wav,normal
373892.wav,normal
373818.wav,normal
373820.wav,normal
383662.wav,normal
373825.wav,normal
373826.wav,normal
373827.wav,normal
383663.wav,normal
383664.wav,normal
373834.wav,normal
373835.wav,normal
383665.wav,normal
373838.wav,normal
373839.wav,normal
373840.wav,normal
383666.wav,normal
373844.wav,normal
383667.wav,normal
373849.wav,normal
383668.wav,normal
373854.wav,normal
383669.wav,normal
373860.wav,normal
383670.wav,normal
373865.wav,normal
373866.wav,normal
373867.wav,normal
373868.wav,normal
373869.wav,normal
373870.wav,normal
373871.wav,normal
373872.wav,normal
373873.wav,normal
373874.wav,normal
373875.wav,normal
373876.wav,normal
373877.wav,normal
373878.wav,normal
373879.wav,normal
373880.wav,normal
373881.wav,normal
54390.wav,normal
373883.wav,normal
373884.wav,normal
54395.wav,normal
373882.wav,normal
54399.wav,normal
373885.wav,normal
373887.wav,normal
54398.wav,normal
373890.wav,normal
373886.wav,normal
373888.wav,normal
373894.wav,normal
373895.wav,normal
373896.wav,normal
373897.wav,normal
373898.wav,normal
373899.wav,normal
373900.wav,normal
373901.wav,normal
373893.wav,normal
373902.wav,normal
373904.wav,normal
373905.wav,normal
373906.wav,normal
373907.wav,normal
373908.wav,normal
373903.wav,normal
383679.wav,normal
383680.wav,normal
383681.wav,normal
383682.wav,normal
383683.wav,normal
383684.wav,normal
383685.wav,normal
383686.wav,normal
383687.wav,normal
383688.wav,normal
383689.wav,normal
383690.wav,normal
383691.wav,normal
383692.wav,normal
383693.wav,normal
383694.wav,normal
383695.wav,normal
383696.wav,normal
383697.wav,normal
383698.wav,normal
383699.wav,normal
383700.wav,normal
383701.wav,normal
383702.wav,normal
383703.wav,normal
383704.wav,normal
383705.wav,normal
383706.wav,normal
383707.wav,normal
383708.wav,normal
46425.wav,normal
46426.wav,normal
46430.wav,normal
46431.wav,normal
30139.wav,normal
30145.wav,normal
415193.wav,normal
161290.wav,normal
357903.wav,normal
357908.wav,normal
357909.wav,normal
357910.wav,normal
357913.wav,normal
357915.wav,normal
357917.wav,normal
357919.wav,normal
357922.wav,normal
357923.wav,normal
357925.wav,normal
357930.wav,normal
357931.wav,normal
357934.wav,normal
357935.wav,normal
357940.wav,normal
357941.wav,normal
357943.wav,normal
357944.wav,normal
357949.wav,normal
357950.wav,normal
357954.wav,normal
357956.wav,normal
357958.wav,normal
357959.wav,normal
357962.wav,normal
374348.wav,normal
374351.wav,normal
357968.wav,normal
357970.wav,normal
357972.wav,normal
374357.wav,normal
276053.wav,normal
357973.wav,normal
357975.wav,normal
276056.wav,normal
357977.wav,normal
276055.wav,normal
276059.wav,normal
357979.wav,normal
276057.wav,normal
357983.wav,normal
357985.wav,normal
374370.wav,normal
357988.wav,normal
374373.wav,normal
357990.wav,normal
357991.wav,normal
357992.wav,normal
357993.wav,normal
374378.wav,normal
357995.wav,normal
357996.wav,normal
357998.wav,normal
374384.wav,normal
358001.wav,normal
374386.wav,normal
358003.wav,normal
358005.wav,normal
358007.wav,normal
374392.wav,normal
374393.wav,normal
358009.wav,normal
358011.wav,normal
358013.wav,normal
358014.wav,normal
374399.wav,normal
358015.wav,normal
358016.wav,normal
374402.wav,normal
358019.wav,normal
374404.wav,normal
358020.wav,normal
358021.wav,normal
358022.wav,normal
358023.wav,normal
374409.wav,normal
374410.wav,normal
358024.wav,normal
358025.wav,normal
358027.wav,normal
358028.wav,normal
358029.wav,normal
374417.wav,normal
358034.wav,normal
374419.wav,normal
358036.wav,normal
374421.wav,normal
358041.wav,normal
358042.wav,normal
358043.wav,normal
358045.wav,normal
358046.wav,normal
358047.wav,normal
358048.wav,normal
358049.wav,normal
358052.wav,normal
358054.wav,normal
358056.wav,normal
358057.wav,normal
358058.wav,normal
374443.wav,normal
374444.wav,normal
358061.wav,normal
358060.wav,normal
358062.wav,normal
358065.wav,normal
358066.wav,normal
358068.wav,normal
358070.wav,normal
374454.wav,normal
358072.wav,normal
374457.wav,normal
358074.wav,normal
358073.wav,normal
358075.wav,normal
358077.wav,normal
374462.wav,normal
358081.wav,normal
358083.wav,normal
358085.wav,normal
358088.wav,normal
358091.wav,normal
374476.wav,normal
358093.wav,normal
358094.wav,normal
358097.wav,normal
358098.wav,normal
374484.wav,normal
374485.wav,normal
358102.wav,normal
358103.wav,normal
358104.wav,normal
358100.wav,normal
374489.wav,normal
374491.wav,normal
358107.wav,normal
358108.wav,normal
374490.wav,normal
358111.wav,normal
358112.wav,normal
374492.wav,normal
358114.wav,normal
358115.wav,normal
358116.wav,normal
374493.wav,normal
374494.wav,normal
374496.wav,normal
374504.wav,normal
374505.wav,normal
358122.wav,normal
358123.wav,normal
358124.wav,normal
374500.wav,normal
374501.wav,normal
358127.wav,normal
358128.wav,normal
374513.wav,normal
374514.wav,normal
374515.wav,normal
358129.wav,normal
374517.wav,normal
358133.wav,normal
374510.wav,normal
71409.wav,normal
374512.wav,normal
358138.wav,normal
358139.wav,normal
358140.wav,normal
358141.wav,normal
374526.wav,normal
374521.wav,normal
374528.wav,normal
374529.wav,normal
374530.wav,normal
358145.wav,normal
374532.wav,normal
358148.wav,normal
358147.wav,normal
374527.wav,normal
374534.wav,normal
358153.wav,normal
358154.wav,normal
358155.wav,normal
358156.wav,normal
358157.wav,normal
358158.wav,normal
358159.wav,normal
374536.wav,normal
374537.wav,normal
374538.wav,normal
358163.wav,normal
358164.wav,normal
358165.wav,normal
374541.wav,normal
358167.wav,normal
358168.wav,normal
358169.wav,normal
374548.wav,normal
358171.wav,normal
374550.wav,normal
374558.wav,normal
358176.wav,normal
341795.wav,normal
358180.wav,normal
358181.wav,normal
358182.wav,normal
374563.wav,normal
374571.wav,normal
374572.wav,normal
358189.wav,normal
358190.wav,normal
374575.wav,normal
358192.wav,normal
374576.wav,normal
358194.wav,normal
358195.wav,normal
358196.wav,normal
358197.wav,normal
358198.wav,normal
358204.wav,normal
358206.wav,normal
358207.wav,normal
358209.wav,normal
358211.wav,normal
358212.wav,normal
358213.wav,normal
358214.wav,normal
358216.wav,normal
358217.wav,normal
358218.wav,normal
374600.wav,normal
358222.wav,normal
374606.wav,normal
358225.wav,normal
374609.wav,normal
358228.wav,normal
358229.wav,normal
374613.wav,normal
358231.wav,normal
358232.wav,normal
374614.wav,normal
358234.wav,normal
358237.wav,normal
358240.wav,normal
358244.wav,normal
358246.wav,normal
358247.wav,normal
358248.wav,normal
358249.wav,normal
358250.wav,normal
358256.wav,normal
358260.wav,normal
358261.wav,normal
358263.wav,normal
358266.wav,normal
358267.wav,normal
317308.wav,normal
358268.wav,normal
358270.wav,normal
358273.wav,normal
358275.wav,normal
358276.wav,normal
358277.wav,normal
358283.wav,normal
358286.wav,normal
358287.wav,normal
358288.wav,normal
358291.wav,normal
358293.wav,normal
358294.wav,normal
358296.wav,normal
358299.wav,normal
358300.wav,normal
358301.wav,normal
333729.wav,normal
358306.wav,normal
358308.wav,normal
358309.wav,normal
358310.wav,normal
358311.wav,normal
358312.wav,normal
358313.wav,normal
333734.wav,normal
358315.wav,normal
333736.wav,normal
358317.wav,normal
333739.wav,normal
358320.wav,normal
358321.wav,normal
358322.wav,normal
358324.wav,normal
358327.wav,normal
358328.wav,normal
358330.wav,normal
358331.wav,normal
358332.wav,normal
358335.wav,normal
358336.wav,normal
358338.wav,normal
358339.wav,normal
358340.wav,normal
358341.wav,normal
358344.wav,normal
358345.wav,normal
358347.wav,normal
358348.wav,normal
358349.wav,normal
358350.wav,normal
358352.wav,normal
358353.wav,normal
358355.wav,normal
358356.wav,normal
358361.wav,normal
358362.wav,normal
358365.wav,normal
358367.wav,normal
358372.wav,normal
153589.wav,normal
153590.wav,normal
153592.wav,normal
153593.wav,normal
153598.wav,normal
153599.wav,normal
153600.wav,normal
153602.wav,normal
153606.wav,normal
153611.wav,normal
153612.wav,normal
153613.wav,normal
153614.wav,normal
153615.wav,normal
153616.wav,normal
153617.wav,normal
153618.wav,normal
153619.wav,normal
153620.wav,normal
153621.wav,normal
153622.wav,normal
153627.wav,normal
153631.wav,normal
153632.wav,normal
153633.wav,normal
153634.wav,normal
153635.wav,normal
153636.wav,normal
153637.wav,normal
153638.wav,normal
153639.wav,normal
153640.wav,normal
153641.wav,normal
153642.wav,normal
153643.wav,normal
153649.wav,normal
153653.wav,normal
153655.wav,normal
153663.wav,normal
153664.wav,normal
153665.wav,normal
153666.wav,normal
153667.wav,normal
153668.wav,normal
153669.wav,normal
153670.wav,normal
153671.wav,normal
153672.wav,normal
153673.wav,normal
153674.wav,normal
153675.wav,normal
153676.wav,normal
153677.wav,normal
153678.wav,normal
153679.wav,normal
153680.wav,normal
153681.wav,normal
153682.wav,normal
153683.wav,normal
153684.wav,normal
153685.wav,normal
153686.wav,normal
153687.wav,normal
153688.wav,normal
153689.wav,normal
153690.wav,normal
153691.wav,normal
153692.wav,normal
153693.wav,normal
153694.wav,normal
153695.wav,normal
153696.wav,normal
153697.wav,normal
153698.wav,normal
153699.wav,normal
153700.wav,normal
153701.wav,normal
153702.wav,normal
153703.wav,normal
153704.wav,normal
153705.wav,normal
153706.wav,normal
153707.wav,normal
153708.wav,normal
153709.wav,normal
153710.wav,normal
153711.wav,normal
153712.wav,normal
153723.wav,normal
153770.wav,normal
153771.wav,normal
153772.wav,normal
